Title, Source, Date, Content, URL, Category, Classification, Relevance
Trump ditches hopes of quick virus bounce-back for US,Theonlinecitizen.com,30/3/2020,by Ben Sheppard and AFP bureaus President Donald Trump on Sunday abandoned his timetable for life returning to normal in the United States; extending emergency coronavirus restrictions for another month; while Spain suffered its deadliest day. Trump; who had …,https://www.theonlinecitizen.com/2020/03/30/trump-ditches-hopes-of-quick-virus-bounce-back-for-us/,World,,0
MAS lowers currency band to zero in monetary easing move,Theonlinecitizen.com,30/3/2020,Earlier this morning (30 March); the central bank of Singapore; Monetary Authority of Singapore (MAS) has drawn back on its exchange rate-based monetary policy; a move that the market has expected in the midst of COVID-19 wracking the world economy. The SGD h…,https://www.theonlinecitizen.com/2020/03/30/mas-lowers-currency-band-to-zero-in-monetary-easing-move/,Business,economy; business and finance - macro economics - central bank,100
Cruise company still searching for port for virus ship,Theonlinecitizen.com,30/3/2020,by Juan José Rodríguez Passengers on a virus-stricken cruise liner entered the Panama Canal in Central America Sunday after they were told the company was still searching for a port which will allow them to disembark; even as they pleaded for help. The Panama…,https://www.theonlinecitizen.com/2020/03/30/cruise-company-still-searching-for-port-for-virus-ship/,World,economy; business and finance - transport - waterway and maritime transport,100
42 additional cases of COVID-19 infection; 10 unlinked cases and new cluster at bridal shop in Yishun,Theonlinecitizen.com,29/3/2020,As of 29 March 2020; 12pm; the Ministry of Health (MOH) has confirmed and verified an additional 42 cases of COVID-19 infection in Singapore; of which 24 are imported and 18 are local cases who have no recent travel history abroad. This makes a total of 844 c…,https://www.theonlinecitizen.com/2020/03/29/42-additional-cases-of-covid-19-infection-10-unlinked-cases-and-new-cluster-at-bridal-shop-in-yishun/,Singapore,health - disease,100
Family of third COVID-19 fatality asks public to remember the deceased by being socially responsible,Theonlinecitizen.com,29/3/2020,The family of COVID-19’s third fatality in Singapore thanked fellow Singaporeans for their well wishes; following the news of the passing on Sunday (29 March). “We thank you for your well wishes. It is unfortunate that my dad has succumbed to Covid19; after h…,https://www.theonlinecitizen.com/2020/03/29/family-of-third-covid-19-fatality-asks-public-to-remember-the-deceased-by-being-socially-responsible/,Singapore,,0
ST takes down article on travellers’ accounts regarding purportedly “erroneous” information from airport officials on start of Stay-Home Notice; reuploads to emphasise ICA statement,Theonlinecitizen.com,29/3/2020,The Straits Times on Sat afternoon (28 Mar) took down an article on certain travellers’ accounts regarding having purportedly received unclear and incorrect information from airport officers on the commencement of their 14-day Stay-Home Notice (SHN) period. T…,https://www.theonlinecitizen.com/2020/03/29/st-takes-down-article-on-travellers-accounts-regarding-purportedly-erroneous-information-from-airport-officials-on-start-of-stay-home-notice-reuploads-to-emphasise-ica-statement/,Singapore,lifestyle and leisure - lifestyle (house and home),100
New locally transmitted unlinked cases rising rapidly as Singapore records third COVID-19 fatality,Theonlinecitizen.com,29/3/2020,The Ministry of Health (MOH) announced today (29 Mar) that a third person has died in Singapore due to COVID-19 infection. He was a 70 year-old male Singaporean with no recent travel history outside of Singapore. He was admitted to Singapore General Hospital …,https://www.theonlinecitizen.com/2020/03/29/new-locally-transmitted-unlinked-cases-rising-rapidly-as-singapore-records-third-covid-19-fatality/,Singapore,health - hospital and clinic,100
SIA gets massive S$15b bailout from Temasek to see it through COVID-19 crisis,Theonlinecitizen.com,29/3/2020,On Thursday (26 Mar); Singapore Airlines (SIA) announced that it had secured up to S$19 billion of funding with the majority coming from Temasek Holdings; to help see it through the coronavirus crisis as demands for air travel dipped. SIA; together with other…,https://www.theonlinecitizen.com/2020/03/29/sia-gets-massive-s15b-bailout-from-temasek-to-see-it-through-covid-19-crisis/,Business,,0
Third death from COVID-19 infection in Singapore; 70-yr-old who had no recent travel history to affected areas and link to previous cases,Theonlinecitizen.com,29/3/2020,The Ministry of Health has confirmed that a patient has passed away from complications due to COVID-19 infection on 29 March 2020 at 12.12pm. The patient is Zheng Yalie; a 70 year-old male Singapore Citizen with no recent travel history to affected countries …,https://www.theonlinecitizen.com/2020/03/29/third-death-from-covid-19-infection-in-singapore-70-yr-old-who-had-no-recent-travel-history-to-affected-areas-and-link-to-previous-cases/,Singapore,health - disease - virus diseases,100
New measures to tackle virus spread is not consistent with going ahead with a General Election,Theonlinecitizen.com,29/3/2020,Authorities have issued a whole host of new regulations to enforce social distancing amidst the outbreak of COVID-19. On top of that; the Ministry of Education (MOE) has also announced that its schools will implement one day of Home-Based Learning (HBL) once …,https://www.theonlinecitizen.com/2020/03/29/new-measures-to-tackle-virus-spread-is-not-consistent-with-going-ahead-with-a-general-election/,Singapore,education - school,100
ICA cancels passport of Singaporean for breaching Stay-Home Notice requirements,Theonlinecitizen.com,29/3/2020,The Immigration & Checkpoints Authority (ICA) shared in a press release on Sunday that it has cancelled the passport of a 53-year-old male Singapore Citizen; Goh Illya Victor; for breaching the Stay-Home Notice (SHN) requirements and also referred to the Mini…,https://www.theonlinecitizen.com/2020/03/29/ica-cancels-passport-of-singaporean-for-breaching-stay-home-notice-requirements/,Singapore,social issue - demographics - immigration,100
70 additional cases of COVID-19 confirmed; 41 imported cases from various countries,Theonlinecitizen.com,28/3/2020,As of 28 March 2020; 12 pm; the Ministry of Health (MOH) has confirmed and verified an additional 70 cases of COVID-19 infection in Singapore; of which 41 are imported and 29 are local cases who have no recent travel history abroad. This makes a total of 802 …,https://www.theonlinecitizen.com/2020/03/28/70-additional-cases-of-covid-19-confirmed-41-imported-cases-from-various-countries/,Singapore,health - disease,100
Dr Tan Cheng Bock: Obvious choice between an early election which may cause a far worse health crisis and a legal constitutional problem,Theonlinecitizen.com,28/3/2020,Dr Tan Cheng Bock said that the choice is obvious between holding an early election and potentially causing a far worse health crisis or delay the upcoming General Election (GE) to 2021 and face a possible constitutional problem if the election cannot be held…,https://www.theonlinecitizen.com/2020/03/28/dr-tan-cheng-bock-obvious-choice-between-an-early-election-which-may-cause-a-far-worse-health-crisis-and-a-legal-constitutional-problem/,Singapore,politics - election,100
What are we to make of an opposition that is reduced to being a mere spectator in a crisis?,Theonlinecitizen.com,28/3/2020,The opposition watches and waits out the crisis while the government hogs the headlines and sucks up all the oxygen. As the COVID-19 pandemic rages on; the opposition finds itself sidelined; perhaps even crippled. Apart from objecting to the spectre of a COVI…,https://www.theonlinecitizen.com/2020/03/28/what-are-we-to-make-of-an-opposition-that-is-reduced-to-being-a-mere-spectator-in-a-crisis/,World,health - epidemic and plague,100
49 additional cases of COVID-19 confirmed by MOH; New cluster at SingPost Centre,Theonlinecitizen.com,27/3/2020,As of Friday (27 March 2020); 12pm; the Ministry of Health (MOH) has confirmed and verified an additional 49 cases of COVID-19 infection in Singapore; of which 22 are imported and 27 are local cases who have no recent travel history abroad. This makes a total…,https://www.theonlinecitizen.com/2020/03/27/49-additional-cases-of-covid-19-confirmed-by-moh-new-cluster-at-singpost-centre/,Singapore,health - disease,100
HOME volunteer emphasises importance of negotiating compensation between FDWs and employers on rest days during Stay-Home Notice period,Theonlinecitizen.com,27/3/2020,The Government’s move to issue 14-day Stay-Home Notices (SHN) to those who have recently travelled abroad in the midst of the COVID-19 outbreak poses an issue to certain foreign domestic workers (FDWs); as their employers may see the SHN as a loophole to make…,https://www.theonlinecitizen.com/2020/03/27/home-volunteer-emphasises-importance-of-negotiating-compensation-between-fdws-and-employers-on-rest-days-during-stay-home-notice-period/,World,social issue - demographics - immigration,100
Resilience Budget: Arts and culture sector to receive additional S$55 million aid package; support in upskilling and digitalisation,Theonlinecitizen.com,27/3/2020,Singapore’s arts and culture industry will receive an additional S$55 million in aid through a specific package in a S$48 billion supplementary budget announced by Deputy Prime Minister Heng Swee Keat yesterday (26 Mar). The additional funding; said Mr Heng; …,https://www.theonlinecitizen.com/2020/03/27/resilience-budget-arts-and-culture-sector-to-receive-additional-s55-million-aid-package-support-in-upskilling-and-digitalisation/,Business,politics - government - ministers (government),100
Sudden closure of all PCF Sparkletots centres due to COVID-19 cluster in Fengshan branch; catches parents by surprise,Theonlinecitizen.com,27/3/2020,It was reported in the media yesterday (26 Mar) that children and some of their parents at a PAP Community Foundation (PCF) Sparkletots centre in Fengshan have been served with quarantine orders. Furthermore; all PCF Sparkletots centres were closed for four d…,https://www.theonlinecitizen.com/2020/03/27/sudden-closure-of-all-pcf-sparkletots-centres-catches-parents-by-surprise/,Singapore,,0
Ex-grassroots leader with “clean record” jailed for molesting child of daughter’s neighbour,Theonlinecitizen.com,27/3/2020,A grandfather; 69; who is a former grassroots leader was sentenced by the court today (27 Mar) to three years and three months behind bars for molestation. His daughter frequently watched over her neighbors daughter along with her own children. However; when …,https://www.theonlinecitizen.com/2020/03/27/ex-grassroots-leader-with-clean-record-jailed-for-molesting-child-of-daughters-neighbour/,World,social issue - family,100
British PM Johnson tests positive for COVID-19,Theonlinecitizen.com,27/3/2020,British Prime Minister Boris Johnson announced on Friday that he is self-isolating after testing positive for COVID-19. “Over the last 24 hours I have developed mild symptoms and tested positive for coronavirus;” he said on Twitter; posting a video message. “…,https://www.theonlinecitizen.com/2020/03/27/british-pm-johnson-tests-positive-for-covid-19/,World,,0
UK PM Boris Johnson tests positive for COVID-19,Theonlinecitizen.com,27/3/2020,The United Kingdom’s Prime Minister Boris Johnson on Fri (27 Mar) revealed that he was tested positive for the novel coronavirus (COVID-19). Stating that he had “developed mild symptoms” of the virus “over the last 24 hours”; Mr Johnson confirmed that he is n…,https://www.theonlinecitizen.com/2020/03/27/uk-pm-boris-johnson-tests-positive-for-covid-19/,World,health - disease - virus diseases,100
Netizens voice concern over jails terms; and fines for those who breach COVID-19 social distancing rules,Theonlinecitizen.com,27/3/2020,The latest regulation of social distancing measures in Singapore was implemented on Thursday night (26 March); and those who breach the rules could face fines and jail time. According to the stricter measures; people in Singapore are asked to keep to social d…,https://www.theonlinecitizen.com/2020/03/27/netizens-voice-concern-over-jails-terms-and-fines-for-those-who-breach-covid-19-social-distancing-rules/,Singapore,crime; law and justice - prison,100
Lawyer Teo Soh Lung criticizes mainstream media for misleading people; calls SM Teo’s explanations on caretaker govt as ‘talking nonsense’,Theonlinecitizen.com,27/3/2020,Lawyer and former ISA detainee Teo Soh Lung criticized mainstream media for giving the wrong impression to readers about the parliamentary debate on Wednesday (25 March) and indicated Senior Minister Teo Chee Hean’s explanations on the caretaker government as…,https://www.theonlinecitizen.com/2020/03/27/lawyer-teo-soh-lung-criticizes-mainstream-media-for-misleading-people-calls-sm-teos-explanations-on-caretaker-govt-as-talking-nonsense/,Singapore,crime; law and justice - judiciary (system of justice),100
Singapore schools to implement one day of home-based learning a week,Theonlinecitizen.com,27/3/2020,The Ministry of Education (MOE) has announced that schools will implement one day of Home-Based Learning (HBL) a week as schools progressively transit to a blended learning model in light of the recent spike in imported cases of COVID-19. This arrangement wil…,https://www.theonlinecitizen.com/2020/03/27/singapore-schools-to-implement-one-day-of-home-based-learning-a-week/,Singapore,education - school,100
Govt should align tax incentives with a carbon-neutral economy; says NMP Anthea Ong,Theonlinecitizen.com,27/3/2020,Nominated Member of Parliament (NMP) Anthea Ong in Parliament on Thursday (26 March) called for the government to align the tax incentives with a carbon-neutral economy in order to attract and grow more of champions to pioneer the green economic activities. D…,https://www.theonlinecitizen.com/2020/03/27/govt-should-align-tax-incentives-with-a-carbon-neutral-economy-says-nmp-anthea-ong/,Business,economy; business and finance - economy (general),100
COVID-19: Individuals who fail to adhere to safe distancing rules can be fined or given jail term,Theonlinecitizen.com,27/3/2020,Starting today (27 March); anyone in Singapore who do not follow the safe distancing rules like purposely sitting less than one metre from another person in a public area or sits on a fixed seat marked as not to be used; will be found guilty under the new reg…,https://www.theonlinecitizen.com/2020/03/27/covid-19-individuals-who-fail-to-adhere-to-safe-distancing-rules-can-be-fined-or-given-jail-term/,Singapore,economy; business and finance - manufacturing and engineering - automotive equipment,100
COVID-19: M’sia announces “people-oriented” RM250 billion relief package,Theonlinecitizen.com,27/3/2020,Malaysia will be channelling RM250 billion — or nearly S$83 billion — into mitigating the effects of COVID-19 across multiple sectors and households across the country; following the ripple effects of the extended movement control order. Prime Minister Muhyid…,https://www.theonlinecitizen.com/2020/03/27/covid-19-msia-announces-people-oriented-rm250-billion-relief-package/,Business,,0
NTUC FairPrice now adds cooking oil; canned products and frozen poultry to shopping cap list,Theonlinecitizen.com,27/3/2020,More than a week ago on 17 March; supermarket chain NTUC FairPrice limited the amount of selected essential products that customers can buy; namely toilet paper; poultry; instant noodles; and rice. This rule was set right after Malaysia announced the implemen…,https://www.theonlinecitizen.com/2020/03/27/ntuc-fairprice-now-adds-cooking-oil-canned-products-and-frozen-poultry-to-shopping-cap-list/,Singapore,economy; business and finance - company information - consumers,100
SIA stocks remained negative despite fund-raising and supplementary budget announcements,Theonlinecitizen.com,27/3/2020,On Friday morning (27 March); following the announcement of the government’s Resilience Budget worth S$48.4 billion to combat the COVID-19 pandemic; Singapore stocks opened higher 2.6 per cent. As of 9.03am; the Singapore Straits Times (STI) rose 65.65 points…,https://www.theonlinecitizen.com/2020/03/27/sia-stocks-remained-negative-despite-fund-raising-and-supplementary-budget-announcements/,Business,health - epidemic and plague,100
Despite government support; taxi drivers are struggling to cope with the economic impact of COVID-19,Theonlinecitizen.com,27/3/2020,Since the COVID-19 outbreak reached Singapore; taxi drivers are among the workers who struggle to make ends meet during this tough times as they’ve lost a lot of business as Singapore imposed stringent measures to curb the increasing numbers of COVID-19 cases…,https://www.theonlinecitizen.com/2020/03/27/despite-government-support-taxi-drivers-are-struggling-to-cope-with-the-economic-impact-of-covid-19/,Business,,0
PM Lee says the ideal situation is to give six months for COVID-19 situation to settle before having an election,Theonlinecitizen.com,27/3/2020,Prime Minister Lee Hsien Loong said on Friday (27 March) that it’s best to give six months for the whole COVID-19 situation to settle first before holding the next General Election (GE). “But nobody can say – it may well get worse; and I expect it can easily …,https://www.theonlinecitizen.com/2020/03/27/pm-lee-says-the-ideal-situation-is-to-give-six-months-for-covid-19-situation-to-settle-before-having-an-election/,Singapore,politics - election,100
Resilience Budget’s provision of unemployment benefit and wage subsidies may be insufficient,Theonlinecitizen.com,27/3/2020,On Thursday (26 March); a large-scale supplementary budget was announced by Deputy Prime Minister Heng Swee Keat in order to provide assistance to businesses; workers; and families to weather through the current predicament caused by the COVID-19 pandemic. Th…,https://www.theonlinecitizen.com/2020/03/27/resilience-budgets-provision-of-unemployment-benefit-and-wage-subsidies-may-be-insufficient/,Business,politics - government - ministers (government),100
Opposition parties suspend outreach campaign amid the stricter measures in S’pore,Theonlinecitizen.com,27/3/2020,As the COVID-19 cases in Singapore escalated and the government imposed stricter measures to reduce local transmission of the virus; several opposition parties in Singapore have decided to suspend their ground campaign and outreach with immediate effect. On 2…,https://www.theonlinecitizen.com/2020/03/27/opposition-parties-suspend-outreach-campaign-amid-the-stricter-measures-in-spore/,Singapore,health - disease - virus diseases,100
Malaysia identifies five generations of COVID-19 cases connected to mosque cluster,Theonlinecitizen.com,27/3/2020,Malaysia’s Health Ministry has detected positive COVID-19 cases within five generations that were connected to the tabligh gathering which took place in the Seri Petaling Mosque last month. In a press conference yesterday (26 March); Health director-general D…,https://www.theonlinecitizen.com/2020/03/27/malaysia-identifies-five-generations-of-covid-19-cases-connected-to-mosque-cluster/,World,health,100
Breastfeeding is allowed in public including trains and buses,Theonlinecitizen.com,27/3/2020,New mothers will be able to breastfeed their children in public as the government will provide nursing rooms at all new bus interchanges and integrated transport hubs; including new MRT interchange stations; according to Transport Minister Khaw Boon Wan yeste…,https://www.theonlinecitizen.com/2020/03/27/breastfeeding-is-allowed-in-public-including-trains-and-buses/,Singapore,economy; business and finance - computing and information technology - telecommunication equipment,100
Too great a temptation for the PAP to resist,Theonlinecitizen.com,27/3/2020,We need the government to pull us through the COVID-19 crisis; the greatest crisis the country has known since independence. But the government needs a favour back from us first – they want us to return them to power resoundingly in a general election. The te…,https://www.theonlinecitizen.com/2020/03/27/too-great-a-temptation-for-the-pap-to-resist/,Singapore,politics - government,100
India extends ban on international commercial passenger flights until 14 April,Theonlinecitizen.com,27/3/2020,All scheduled international commercial passenger flights will remain suspended until midnight local time on 14 April; the Directorate General of Civil Aviation (DGCA) of India announced on Thursday (26 March). Previously; the suspension; which started on 22 M…,https://www.theonlinecitizen.com/2020/03/27/india-extends-ban-on-international-commercial-passenger-flights-until-14-april/,World,economy; business and finance - transport - air transport,100
